Timeline,en_dialogue,bengali_dialogue
"00:04:58,215 --> 00:04:59,465",EVE: Where are they now?,তারা এখন কোথায়?
"00:04:59,549 --> 00:05:02,009",They appear to be on the rooftops of the Grand Bazaar.,তারা এখন কোথায়?
"00:05:54,062 --> 00:05:56,272",Take a left. There's a bridge. You can cut him off.,একটি বাম নিন। একটি সেতু আছে। আপনি তাকে কেটে ফেলতে পারেন।
"00:06:27,345 --> 00:06:28,554","Down, sir!","ডাউন, স্যার!"
"00:06:28,972 --> 00:06:30,473",(TRAIN HORN BLARING),"ডাউন, স্যার!"
"00:06:48,533 --> 00:06:50,409","What happened? They're on the train, ma'am.","- কি হয়েছে? - তারা ট্রেনে, ম্যাম।"
"00:06:50,494 --> 00:06:51,702",What do you mean on the train?,ট্রেনে আপনি কী বোঝাতে চাইছেন?
"00:06:51,828 --> 00:06:53,079","I mean, they're on top of a train.",ট্রেনে আপনি কী বোঝাতে চাইছেন?
"00:06:53,205 --> 00:06:54,622","Well, get after them, for God's sake!","মানে, তারা একটি ট্রেনের শীর্ষে।"
"00:07:25,195 --> 00:07:26,529",She's going out of range.,সে সীমার বাইরে চলে যাচ্ছে।
"00:07:26,655 --> 00:07:27,988",We've lost tracking. We're blind here.,সে সীমার বাইরে চলে যাচ্ছে।
"00:07:28,115 --> 00:07:29,990",What's going on? I'm still with them.,আমরা ট্র্যাকিং হারিয়েছি। আমরা এখানে অন্ধ।
"00:07:30,117 --> 00:07:32,201","Get me CCTV, satellite, anything !","আমাকে সিসিটিভি পান, স্যাটেলাইট, কিছু!"
"00:08:22,169 --> 00:08:23,502",M: What was that?,এটি কি ছিল?
"00:08:24,087 --> 00:08:25,087",VW Beetles.,ভিডাব্লু বিটলস।
"00:08:25,672 --> 00:08:26,755",I think.,আমি মনে করি
"00:08:51,781 --> 00:08:54,366",Bond ! He's uncoupling the cars.,বন্ড! সে গাড়িগুলিকে অবিচ্ছিন্ন করছে।
"00:09:32,739 --> 00:09:34,156","M: 007, are you all right?","007, আপনি ঠিক আছেন?"
"00:09:34,658 --> 00:09:36,325",Just changing carriages.,শুধু গাড়ি পরিবর্তন করা।
"00:09:38,203 --> 00:09:39,912",What's going on? Report!,কি হচ্ছে? রিপোর্ট!
"00:09:40,038 --> 00:09:41,747","It's rather hard to explain, ma'am.","এটা বরং কঠিন ব্যাখ্যা করার জন্য, ম্যাম।"
"00:09:41,998 --> 00:09:43,540",007's still in pursuit.,007 এখনও অনুসরণে রয়েছে
"00:10:48,231 --> 00:10:50,149",Looks like there isn't much more road.,দেখে মনে হচ্ছে ওখানে আরও বেশি রাস্তা নয়।
"00:10:50,275 --> 00:10:52,234",I don't think I can go any further.,আমি মনে করি না আমি আরও কিছু যেতে পারে।
"00:11:26,770 --> 00:11:28,270",I may have a shot.,আমার শট থাকতে পারে।
"00:11:35,445 --> 00:11:36,612",It's not clean.,এটা পরিষ্কার নয়।
"00:11:36,863 --> 00:11:38,364","Repeat, I do not have a clean shot.",এটা পরিষ্কার নয়।
"00:11:45,789 --> 00:11:47,831",There's a tunnel ahead. I'm gonna lose them.,সামনে একটি টানেল আছে। আমি তাদের হারাতে চাই।
"00:11:48,083 --> 00:11:49,625",Can you get into a better position?,আপনি প্রবেশ করতে পারেন একটি ভাল অবস্থান?
"00:11:49,793 --> 00:11:51,335",Negative. There's no time.,নেতিবাচক। কোন সময় নেই।
"00:11:53,421 --> 00:11:54,463",Take the shot.,শট নিন।
"00:11:56,424 --> 00:11:57,758",I said take the shot.,আমি বললাম শটটি নিন
"00:11:59,386 --> 00:12:00,803",I can't! I may hit Bond.,আমি পারছি না! আমি বন্ডে আঘাত করতে পারি।
"00:12:00,970 --> 00:12:02,137",Take the bloody shot!,রক্তাক্ত শট নিন!
"00:12:02,305 --> 00:12:03,305",(GUNSHOT),রক্তাক্ত শট নিন!
"00:12:25,370 --> 00:12:26,870",Agent down.,এজেন্ট ডাউন।
"00:13:14,252 --> 00:13:16,753",This is the end,♪ এটিই শেষ ♪
"00:13:18,840 --> 00:13:23,844",Hold your breath and count to ten,♪ আপনার দম ধরে রাখুন ♪ ♪ এবং দশে গণনা ♪
"00:13:25,346 --> 00:13:30,601",Feel the earth move and then,♪ পৃথিবী সরানো অনুভব করুন এবং তারপরে ♪
"00:13:31,811 --> 00:13:37,858",Hear my heart burst again,♪ শুনুন আমার হৃদয় আবার ফেটে ♪
"00:13:39,402 --> 00:13:42,237",For this is the end,♪ এর জন্য শেষ ♪
"00:13:44,240 --> 00:13:49,286",I've drowned and dreamt this moment,♪ আমি ডুবে গেছে ♪ ♪ এবং এই মুহুর্তটি স্বপ্ন দেখেছিল ♪
"00:13:50,705 --> 00:13:55,918","So overdue, I owe them","♪ এত বেশি পরিমাণে, আমি তাদের ow ণী ♪"
"00:13:57,504 --> 00:14:02,674","Swept away, I'm stolen","♪ ভেসে গেছে, আমি চুরি হয়েছি ♪"
"00:14:05,094 --> 00:14:07,971",Let the sky fall,♪ আকাশ পড়তে দিন ♪
"00:14:08,097 --> 00:14:10,849",When it crumbles,♪ যখন এটি ভেঙে যায় ♪
"00:14:11,351 --> 00:14:14,186",We will stand tall,♪ আমরা লম্বা হয়ে দাঁড়াব ♪
"00:14:14,270 --> 00:14:16,605",And face it all together,♪ এবং এটি সমস্ত একসাথে মুখোমুখি ♪
"00:14:16,898 --> 00:14:19,066",At Skyfall,♪ স্কাইফল ♪
"00:14:23,404 --> 00:14:26,657",Skyfall is where we start,♪ স্কাইফলটি যেখানে আমরা শুরু করি ♪
"00:14:29,160 --> 00:14:33,121",A thousand miles and poles apart,♪ এক হাজার মাইল ♪ ♪ এবং খুঁটিগুলি পৃথক ♪
"00:14:35,542 --> 00:14:39,711",Where worlds collide and days are dark,♪ যেখানে পৃথিবীর সংঘর্ষ ♪ ♪ এবং দিনগুলি অন্ধকার ♪
"00:14:39,796 --> 00:14:42,130",You may have my number,♪ আপনার আমার নম্বর থাকতে পারে ♪
"00:14:42,257 --> 00:14:44,007",You can take my name,♪ আপনি আমার নাম নিতে পারেন ♪
"00:14:45,176 --> 00:14:49,721",But you'll never have my heart,♪ তবে আপনি কখনই আমার হৃদয় পাবেন না ♪
"00:15:11,911 --> 00:15:16,498",And face it all together At Skyfall,♪ এবং এটি সমস্ত একসাথে মুখোমুখি ♪ ♪ স্কাইফল ♪ এ
"00:15:21,421 --> 00:15:24,172",Where you go I go,♪ আপনি যেখানে যাবেন আমি ♪
"00:15:24,841 --> 00:15:27,384",What you see I see,♪ আপনি যা দেখছেন আমি ♪
"00:15:27,719 --> 00:15:32,889",I know I'd never be me without the security,♪ আমি জানি আমি কখনই আমাকে হব না ♪ Section সুরক্ষা ছাড়াই ♪
"00:15:34,183 --> 00:15:37,227",Of your loving arms,Your আপনার প্রেমময় বাহুগুলির ♪
"00:15:37,645 --> 00:15:40,188",keeping me from harm,♪ আমাকে ক্ষতি থেকে রক্ষা করে ♪
"00:15:40,481 --> 00:15:45,152",Put your hand in my hand and we'll stand,♪ আপনার হাতটি আমার হাতে রাখুন ♪ ♪ এবং আমরা দাঁড়াব ♪
"00:17:45,857 --> 00:17:48,233",It's like being summoned to the headmaster's study.,এটি তলব করার মতো প্রধান শিক্ষকের অধ্যয়নের জন্য।
"00:17:48,359 --> 00:17:50,736",It's a new Chairman. Just standard procedure.,এটি একজন নতুন চেয়ারম্যান। শুধু স্ট্যান্ডার্ড পদ্ধতি।
"00:17:50,862 --> 00:17:52,988",Bloody waste of my time is what I call it.,আমার রক্তাক্ত বর্জ্য সময় আমি এটি কল।
"00:17:53,156 --> 00:17:55,157",I'm sorry to have to deal with such,আমি দুঃখিত যেমন মোকাবেলা করা
"00:17:55,283 --> 00:17:57,242",a delicate subject at our first encounter.,একটি সূক্ষ্ম বিষয় আমাদের প্রথম মুখোমুখি।
"00:17:59,996 --> 00:18:01,329","But, um. . .","কিন্তু, উম ..."
"00:18:01,873 --> 00:18:03,665",I have to be frank with you.,আমি তোমার সাথে খোলামেলা হতে হবে।
"00:18:03,833 --> 00:18:05,834",I think that would be a good idea.,আমি মনে করি একটি ভাল ধারণা হবে।
"00:18:08,880 --> 00:18:10,881",The Prime Minister's concerned.,প্রধানমন্ত্রীর উদ্বিগ্ন
"00:18:11,674 --> 00:18:14,509","Well, you can tell him my operatives are pursuing every avenue.","ঠিক আছে, আপনি তাকে আমার কর্মীদের বলতে পারেন প্রতিটি অ্যাভিনিউ অনুসরণ করছে।"
"00:18:14,677 --> 00:18:16,678",Have you considered pulling out the agents?,আপনি বিবেচনা করেছেন? এজেন্টদের টানছে?
"00:18:16,763 --> 00:18:18,180",I've considered every option.,আমি প্রতিটি বিকল্প বিবেচনা করেছি।
"00:18:18,264 --> 00:18:20,599","Forgive me, that sounds like an evasion.","আমাকে ক্ষমা করুন, এটি একটি ফাঁকি দেওয়ার মতো শোনাচ্ছে।"
"00:18:20,767 --> 00:18:22,684","Forgive me, but why am I here?","আমাকে ক্ষমা করুন, তবে আমি এখানে কেন?"
"00:18:23,895 --> 00:18:27,773","Three months ago, you lost the computer drive containing the identity","তিন মাস আগে, আপনি হারিয়েছেন পরিচয় সমন্বিত কম্পিউটার ড্রাইভ"
"00:18:27,899 --> 00:18:30,358",of almost every NATO agent embedded in,প্রায় প্রতিটি ন্যাটো এজেন্ট এমবেডেড
"00:18:30,485 --> 00:18:32,903",terrorist organizations across the globe.,সন্ত্রাসী সংগঠন বিশ্বজুড়ে।
"00:18:33,529 --> 00:18:36,406","A list which, in the eyes of our allies, never existed.","একটি তালিকা যা, চোখে আমাদের মিত্র, কখনও অস্তিত্ব ছিল না।"
"00:18:36,741 --> 00:18:40,410","So if you'll forgive me, I think you know why you're here.","সুতরাং আপনি যদি আমাকে ক্ষমা করবেন, আমি মনে করি আপনি এখানে আছেন কেন আপনি জানেন।"
"00:18:40,578 --> 00:18:42,370","Are we to call this ""civilian oversight""?","আমরা কি এই কল করব? ""বেসামরিক তদারকি""?"
"00:18:42,580 --> 00:18:46,041","No, we're to call this ""retirement planning.""","না, আমরা কল করব এই ""অবসর পরিকল্পনা""।"
"00:18:47,752 --> 00:18:49,753",Your country has only the highest respect for you,আপনার দেশে শুধুমাত্র আছে আপনার জন্য সর্বোচ্চ শ্রদ্ধা
"00:18:49,879 --> 00:18:51,880",and your many years of service.,এবং আপনার অনেক বছর পরিষেবা।
"00:18:52,215 --> 00:18:53,799","When your current posting is completed,","যখন আপনার বর্তমান পোস্টিং সম্পূর্ণ হয়েছে,"
"00:18:53,883 --> 00:18:57,052",you'll be awarded GCMG with full honors.,আপনাকে পুরষ্কার দেওয়া হবে সম্পূর্ণ অনার্স সহ জিসিএমজি।
"00:18:58,554 --> 00:19:00,222",Congratulations.,অভিনন্দন।
"00:19:01,057 --> 00:19:02,098",You're firing me.,আপনি আমাকে গুলি করছেন।
"00:19:02,266 --> 00:19:04,643","No, ma'am, I'm here to oversee the transition period",আপনি আমাকে গুলি করছেন।
"00:19:04,769 --> 00:19:07,479",leading to your voluntary retirement in two months' time.,আপনার স্বেচ্ছাসেবীর দিকে পরিচালিত দুই মাসের সময় অবসর।
"00:19:07,897 --> 00:19:10,398","Your successor has yet to be appointed, so we'll be asking you. . .","আপনার উত্তরসূরি এখনও আছে নিযুক্ত, সুতরাং আমরা আপনাকে জিজ্ঞাসা করব ..."
"00:19:10,566 --> 00:19:12,275","I'm not an idiot, Mallory.","আমি বোকা নই, ম্যালরি।"
"00:19:12,944 --> 00:19:15,070",I know I can't do this job forever,আমি জানি আমি করতে পারি না এই কাজ চিরকাল
"00:19:15,404 --> 00:19:17,364",but I'll be damned if I'm going to leave the department,তবে আমি থাকলে আমাকে ধমক দেওয়া হবে বিভাগ ছাড়তে যাচ্ছি
"00:19:17,490 --> 00:19:19,491",in worse shape than I found it.,খারাপ আকারে আমি এটি খুঁজে পেয়েছি।
"00:19:19,659 --> 00:19:22,160","M, you've had a great run.","এম, আপনি দুর্দান্ত রান করেছেন।"
"00:19:22,829 --> 00:19:24,287",You should leave with dignity.,আপনার মর্যাদার সাথে ছেড়ে যাওয়া উচিত।
"00:19:24,413 --> 00:19:27,582","Oh, to hell with dignity. I'll leave when the job's done.","ওহ, মর্যাদার সাথে জাহান্নামে। কাজটি শেষ হয়ে গেলে আমি চলে যাব।"
"00:19:46,644 --> 00:19:47,811",Yes?,হ্যাঁ?
"00:19:49,438 --> 00:19:50,480",Now?,এখন?
"00:19:52,441 --> 00:19:56,444","Ma'am, alert from Q-Branch. Someone's trying to decrypt the stolen hard drive.","ম্যাম, কিউ-শাখা থেকে সতর্ক। কারও চুরি হওয়া হার্ড ড্রাইভটি ডিক্রিপ্ট করার চেষ্টা করছে।"
"00:19:56,863 --> 00:19:58,947",We're tracing the encryption signal.,আমরা ট্রেস করছি এনক্রিপশন সিগন্যাল।
"00:19:59,490 --> 00:20:00,615",Localizing now.,এখন স্থানীয়করণ।
"00:20:03,703 --> 00:20:05,120",Centering in the UK.,যুক্তরাজ্যে কেন্দ্রিক।
"00:20:07,290 --> 00:20:08,540",London.,লন্ডন।
"00:20:08,875 --> 00:20:10,625",Get us back to base as soon as possible.,আমাদের বেসে ফিরে যান যত তাড়াতাড়ি সম্ভব।
"00:20:17,967 --> 00:20:19,134",It's coming from Ml6.,এটি এমআই 6 থেকে আসছে।
"00:20:19,302 --> 00:20:20,468",What?,এটি এমআই 6 থেকে আসছে।
"00:20:20,553 --> 00:20:22,762",The data packet is linking to our network.,কি?
"00:20:23,472 --> 00:20:25,473",Correction. This is behind our firewall.,সংশোধন। এটি আমাদের ফায়ারওয়ালের পিছনে।
"00:20:26,142 --> 00:20:27,100",We should shut down.,আমাদের বন্ধ করা উচিত।
"00:20:27,226 --> 00:20:28,184","No, track it.",আমাদের বন্ধ করা উচিত।
"00:20:28,644 --> 00:20:30,395",We have to know where it's coming from.,"না, এটি ট্র্যাক করুন।"
"00:20:30,813 --> 00:20:32,314",Strip the headers. Trace the source.,শিরোনামগুলি স্ট্রিপ করুন। উত্স ট্রেস।
"00:20:32,648 --> 00:20:34,357",How the hell did they get into our system?,তারা কিভাবে করেছে আমাদের সিস্টেমে প্রবেশ করবেন?
"00:20:34,984 --> 00:20:36,318",Getting trace back now.,এখন ট্রেস ফিরে পাওয়া।
"00:20:41,240 --> 00:20:42,490",lt appears. . .,এটি প্রদর্শিত হবে ...
"00:20:43,993 --> 00:20:45,577","lt appears to be your computer, ma'am.","এটি প্রদর্শিত হবে আপনার কম্পিউটার, ম্যাম।"
"00:20:46,203 --> 00:20:47,329",Shut it down.,এটি বন্ধ করুন।
"00:20:48,164 --> 00:20:49,831",(TAUNTING MUSIC PLAYS),এটি বন্ধ করুন।
"00:20:53,377 --> 00:20:54,502",What is this?,এটা কি?
"00:21:14,482 --> 00:21:15,482",(SIGHS),God's শ্বরের জন্য!
"00:21:15,733 --> 00:21:17,859",For God's sake!,God's শ্বরের জন্য!
"00:21:19,904 --> 00:21:21,404",Just get out of the way!,শুধু পথ থেকে সরে যান!
"00:21:22,281 --> 00:21:24,032",Don't you recognize the car? Madam.,- আপনি গাড়ি চিনতে পারছেন না? - ম্যাডাম
"00:21:24,367 --> 00:21:26,034",(EXPLOSION THUNDERS),- আপনি গাড়ি চিনতে পারছেন না? - ম্যাডাম
"00:23:06,427 --> 00:23:08,636",CROWD (BUILDING IN VOLUME): Oh. . . !,ওহ ...!
"00:23:54,600 --> 00:23:57,352",ANNOUNCER (OVER TV): This is CNN Breaking News.,এটি সিএনএন ব্রেকিং নিউজ
"00:23:57,686 --> 00:24:00,021",Emergency crews are still attempting to assess,জরুরী ক্রুরা এখনও আছে মূল্যায়ন করার চেষ্টা করা হচ্ছে
"00:24:00,189 --> 00:24:02,524",the damage as investigators hunt for leads,ক্ষতি হিসাবে তদন্তকারীরা নেতৃত্বের জন্য শিকার
"00:24:02,691 --> 00:24:04,734",in what now appears to be a major,এখন কি একটি বড় বলে মনে হচ্ছে
"00:24:04,860 --> 00:24:06,945",terrorist attack in the heart of London.,সন্ত্রাসী আক্রমণ লন্ডনের হৃদয়।
"00:24:08,572 --> 00:24:11,783",No-one has yet claimed responsibility for what sources are calling,কেউ এখনও দায়িত্ব দাবি করেনি উত্সগুলি যা কল করছে তার জন্য
"00:24:11,951 --> 00:24:16,204","a possible ""cyber-terrorist assault"" on the British Secret Service.","একটি সম্ভাব্য ""সাইবার-সন্ত্রাসবাদী আক্রমণ"" ব্রিটিশ সিক্রেট সার্ভিসে।"
"00:24:16,372 --> 00:24:18,581",Early reports from the scene indicate,থেকে প্রাথমিক প্রতিবেদন দৃশ্যটি নির্দেশ করে
"00:24:18,707 --> 00:24:20,917","at least six dead, many more injured,","কমপক্ষে ছয়জন মারা গেছে, আরও অনেক আহত,"
"00:24:21,127 --> 00:24:24,045",with victims being evacuated to local hospitals,ক্ষতিগ্রস্থদের সরিয়ে নেওয়া হচ্ছে স্থানীয় হাসপাতালে
"00:24:24,130 --> 00:24:25,964",within minutes of the explosion.,কয়েক মিনিটের মধ্যে বিস্ফোরণের।
"00:24:44,400 --> 00:24:46,151","It's time to go, ma'am.","এটা যাওয়ার সময়, ম্যাম।"
"00:24:49,113 --> 00:24:51,406",I'm going to find whoever did this.,আমি খুঁজতে যাচ্ছি যে এই করেছে।
"00:25:40,623 --> 00:25:42,373",Where the hell have you been?,তুমি কোথায় ছিলে?
"00:25:43,167 --> 00:25:45,126",Enjoying death.,মৃত্যু উপভোগ করছি।
"00:25:46,462 --> 00:25:49,047",007 reporting for duty.,007 শুল্কের জন্য রিপোর্টিং।
"00:25:56,472 --> 00:25:58,014",Why didn't you call?,কেন আপনি ফোন করলেন না?
"00:25:58,474 --> 00:26:00,475",You didn't get the postcard?,আপনি পোস্টকার্ড পান নি?
"00:26:00,893 --> 00:26:02,727",You should try it some time. Get away from it all.,আপনার কিছু সময় চেষ্টা করা উচিত। সব থেকে দূরে সরে যান।
"00:26:02,853 --> 00:26:04,687",lt really lends perspective.,এটি সত্যিই দৃষ্টিভঙ্গি ধার দেয়।
"00:26:05,314 --> 00:26:07,148","Ran out of drink where you were, did they?","খালি আপনি কোথায় ছিলেন, তারা কি?"
"00:26:07,358 --> 00:26:08,983",What was it you said?,তুমি কি বলেছ?
"00:26:09,401 --> 00:26:11,486","""Take the bloody shot.""","""রক্তাক্ত শট নিন।"""
"00:26:11,654 --> 00:26:13,029",I made a judgment call.,আমি একটি রায় কল করেছি।
"00:26:13,197 --> 00:26:15,657",You should have trusted me to finish the job.,তোমার আমার বিশ্বাস করা উচিত ছিল কাজ শেষ করতে।
"00:26:15,824 --> 00:26:17,659",lt was the possibility of losing you,এটা সম্ভাবনা ছিল তোমাকে হারানোর
"00:26:17,826 --> 00:26:20,328",or the certainty of losing all those other agents.,বা হারানোর নিশ্চয়তা এই সমস্ত অন্যান্য এজেন্ট।
"00:26:20,579 --> 00:26:23,331",I made the only decision I could and you know it.,আমি একমাত্র সিদ্ধান্ত নিয়েছি আমি করতে পারি এবং আপনি এটি জানেন।
"00:26:24,375 --> 00:26:25,667",I think you lost your nerve.,আমি মনে করি আপনি আপনার স্নায়ু হারিয়েছেন।
"00:26:25,834 --> 00:26:28,253","What do you expect, a bloody apology?",আমি মনে করি আপনি আপনার স্নায়ু হারিয়েছেন।
"00:26:28,671 --> 00:26:30,046",You know the rules of the game.,আপনি জানেন গেমের নিয়ম।
"00:26:30,172 --> 00:26:31,589",You've been playing it long enough.,আপনি হয়েছে এটি যথেষ্ট দীর্ঘ খেলছে।
"00:26:31,674 --> 00:26:32,715",We both have.,আমরা দুজনেই আছে।
"00:26:33,676 --> 00:26:34,926",Maybe too long.,সম্ভবত খুব দীর্ঘ।
"00:26:35,761 --> 00:26:37,262",Speak for yourself.,নিজের জন্য কথা বলুন।
"00:26:39,890 --> 00:26:41,849","Ronson didn't make it, did he?","রনসন তা করেনি, তাই না?"
"00:26:42,935 --> 00:26:44,018",No.,নং নং
"00:26:47,356 --> 00:26:48,856",So this is it.,সুতরাং এটি।
"00:26:49,275 --> 00:26:51,276",We're both played out.,আমরা দুজনেই খেলেছি।
"00:26:52,194 --> 00:26:54,404","Well, if you believe that, why did you come back?","ঠিক আছে, আপনি যদি বিশ্বাস করেন, কেন আপনি ফিরে এসেছেন?"
"00:26:54,863 --> 00:26:56,197",Good question.,ভাল প্রশ্ন।
"00:26:57,950 --> 00:26:59,784",Because we're under attack.,কারণ আমরা আক্রমণে আছি।
"00:27:01,704 --> 00:27:03,788",And you know we need you.,এবং আপনি জানেন আমাদের আপনার প্রয়োজন।
"00:27:08,043 --> 00:27:09,294","Well, I'm here.","ঠিক আছে, আমি এখানে আছি।"
"00:27:11,046 --> 00:27:14,632",You'll have to be debriefed and declared fit for active service.,আপনাকে সংস্কার করতে হবে এবং সক্রিয় পরিষেবার জন্য উপযুক্ত ঘোষণা।
"00:27:15,217 --> 00:27:17,552","You can only return to duty when you've passed the tests,","আপনি কেবল ডিউটিতে ফিরে আসতে পারেন আপনি যখন পরীক্ষাগুলি পাস করেছেন,"
"00:27:17,720 --> 00:27:20,054",so take them seriously.,সুতরাং তাদের গুরুত্ব সহকারে নিন।
"00:27:20,472 --> 00:27:22,640",And a shower might be in order.,এবং একটি ঝরনা ক্রম হতে পারে।
"00:27:23,392 --> 00:27:24,892",I'll go home and change.,আমি বাড়িতে গিয়ে পরিবর্তন করব।
"00:27:25,477 --> 00:27:29,063","Oh, we've sold your flat, put your things into storage.","ওহ, আমরা আপনার ফ্ল্যাট বিক্রি করেছি, আপনার জিনিসগুলি স্টোরেজে রাখুন।"
"00:27:30,107 --> 00:27:33,234",Standard procedure on the death of an unmarried employee,উপর স্ট্যান্ডার্ড পদ্ধতি অবিবাহিত কর্মচারীর মৃত্যু
"00:27:33,319 --> 00:27:35,611",with no next of kin.,আত্মীয়ের পরবর্তী কোনও নেই।
"00:27:35,738 --> 00:27:37,405",You should have called.,আপনি কল করা উচিত ছিল।
"00:27:37,573 --> 00:27:39,282",I'll find a hotel.,আমি একটি হোটেল খুঁজে পাব।
"00:27:39,575 --> 00:27:41,909","Well, you're bloody well not sleeping here.","ঠিক আছে, আপনি রক্তাক্ত ভাল এখানে ঘুমাচ্ছে না।"
"00:28:09,813 --> 00:28:12,440","TANNER: The assailant hacked into the environmental control system,","আক্রমণকারী হ্যাক হয়েছে পরিবেশগত নিয়ন্ত্রণ ব্যবস্থা,"
"00:28:12,524 --> 00:28:14,108",locked out the safety protocols,লক আউট সুরক্ষা প্রোটোকল
"00:28:14,276 --> 00:28:17,612","and turned on the gas, all of which should have been impossible.","এবং গ্যাস চালু, সব যা অসম্ভব হওয়া উচিত ছিল।"
"00:28:17,946 --> 00:28:20,114","On top of that, they hacked into her files.","তার উপরে, তারা তার ফাইলগুলিতে হ্যাক করেছে।"
"00:28:20,657 --> 00:28:23,534","They knew her appointments, knew she'd be out of the building.","তারা তার অ্যাপয়েন্টমেন্টগুলি জানত, জানত সে ভবনের বাইরে থাকবে।"
"00:28:23,660 --> 00:28:25,453",They weren't targeting her.,তারা তাকে টার্গেট করছিল না।
"00:28:26,163 --> 00:28:28,039",They wanted her to see it.,তারা চেয়েছিল যে সে এটি দেখতে পারে।
"00:28:29,458 --> 00:28:30,750","Where are we, Tanner?",ট্যানার আমরা কোথায়?
"00:28:30,876 --> 00:28:32,168",New digs.,ট্যানার আমরা কোথায়?
"00:28:40,052 --> 00:28:43,221","The old building was declared ""strategically vulnerable"".","পুরানো বিল্ডিং ঘোষণা করা হয়েছিল ""কৌশলগতভাবে দুর্বল""।"
"00:28:43,555 --> 00:28:45,473",That's putting it mildly.,এটি এটিকে হালকাভাবে রাখছে।
"00:28:45,641 --> 00:28:48,976",He was able to breach the most secure computer system in Britain.,তিনি সবচেয়ে বেশি লঙ্ঘন করতে সক্ষম হয়েছিলেন ব্রিটেনে কম্পিউটার সিস্টেম সুরক্ষিত করুন।
"00:28:49,061 --> 00:28:50,853",So we're on war footing now.,সুতরাং আমরা এখন যুদ্ধের পাদদেশে আছি।
"00:28:51,688 --> 00:28:53,856",This was part of Churchill's bunker.,এটি অংশ ছিল চার্চিলের বাঙ্কার
"00:28:54,316 --> 00:28:55,566",We're still discovering tunnels,আমরা এখনও টানেল আবিষ্কার
"00:28:55,692 --> 00:28:56,984",dating back to the 1 8th Century.,আমরা এখনও টানেল আবিষ্কার
"00:28:57,152 --> 00:28:59,487","Quite fascinating, if it wasn't for the rats.",ডেটিং ফিরে 18 তম শতাব্দী।
